task,method_base,method_id,k,n_rankings,n_datasets,effective_k,returned_count,missing_count,dataset_size_cap_count,informative_count,redundant_count,signal_or_redundant_count,explicit_noise_count,background_null_count,pure_noise_count,correlated_noise_count,returned_share,missing_share,dataset_size_cap_share,informative_share,redundant_share,signal_or_redundant_share,explicit_noise_share,background_null_share,pure_noise_share,correlated_noise_share,informative_share_rank,signal_or_redundant_share_rank,pure_noise_share_rank,correlated_noise_share_rank,missing_share_rank
regression,ptest_dc,ptest_dc__307d6fc3284c28e2,10,200,8,10.0,10.0,0.0,0.0,6.145,0.665,6.81,0.0,2.44,2.44,0.75,1.0,0.0,0.0,0.6145,0.0665,0.6809999999999999,0.0,0.244,0.244,0.075,5.0,4.0,2.0,17.0,9.5
regression,ptest_pc,ptest_pc__307d6fc3284c28e2,10,200,8,10.0,10.0,0.0,0.0,6.1,0.665,6.765,0.0,2.485,2.485,0.75,1.0,0.0,0.0,0.61,0.0665,0.6765000000000001,0.0,0.24850000000000003,0.24850000000000003,0.075,6.0,6.0,3.0,17.0,9.5
regression,ptest_rdc,ptest_rdc__307d6fc3284c28e2,10,200,8,10.0,10.0,0.0,0.0,6.07,0.655,6.725,0.0,2.525,2.525,0.75,1.0,0.0,0.0,0.607,0.0655,0.6725,0.0,0.2525,0.2525,0.075,7.0,7.0,4.0,17.0,9.5
regression,cif,cif__f996d20e25e412cc,10,200,8,10.0,10.0,0.0,0.0,6.035,0.62,6.655,0.0,2.635,2.635,0.71,1.0,0.0,0.0,0.6035,0.062,0.6655,0.0,0.2635,0.2635,0.071,8.0,9.0,7.0,13.5,9.5
regression,xgb,xgb__1c62fadfc5e2988f,10,200,8,10.0,10.0,0.0,0.0,5.99,0.63,6.62,0.0,2.92,2.92,0.46,1.0,0.0,0.0,0.599,0.063,0.662,0.0,0.292,0.292,0.046,9.0,10.0,10.0,5.0,9.5
regression,boruta,boruta__7f986516a1727870,10,200,8,10.0,10.0,0.0,0.0,5.975,0.72,6.695,0.0,2.595,2.595,0.71,1.0,0.0,0.0,0.5975,0.07200000000000001,0.6695,0.0,0.2595,0.2595,0.071,10.0,8.0,6.0,13.5,9.5
regression,pi,pi__6e89acc5e72da5a8,10,200,8,10.0,10.0,0.0,0.0,5.655,0.665,6.32,0.0,3.15,3.15,0.53,1.0,0.0,0.0,0.5655,0.0665,0.632,0.0,0.315,0.315,0.053,11.0,11.0,11.0,7.5,9.5
regression,rfe,rfe__99914b932bd37a50,10,200,8,10.0,10.0,0.0,0.0,5.5,0.635,6.135,0.0,3.245,3.245,0.62,1.0,0.0,0.0,0.55,0.0635,0.6135,0.0,0.3245,0.3245,0.062,12.0,12.0,12.0,10.0,9.5
regression,r_cforest,r_cforest__37be32340835a93b,10,200,8,10.0,10.0,0.0,0.0,5.295,0.625,5.92,0.0,3.335,3.335,0.745,1.0,0.0,0.0,0.5295000000000001,0.0625,0.5920000000000001,0.0,0.3335,0.3335,0.0745,13.0,13.0,13.0,15.0,9.5
regression,cpi,cpi__6e89acc5e72da5a8,10,200,8,10.0,10.0,0.0,0.0,5.19,0.68,5.87,0.0,3.685,3.685,0.445,1.0,0.0,0.0,0.519,0.068,0.5870000000000001,0.0,0.3685,0.3685,0.044500000000000005,14.0,14.0,16.0,4.0,9.5
regression,dt,dt__99914b932bd37a50,10,200,8,10.0,10.0,0.0,0.0,5.145,0.7,5.845,0.0,3.625,3.625,0.53,1.0,0.0,0.0,0.5145000000000001,0.07,0.5845,0.0,0.3625,0.3625,0.053,15.0,15.0,15.0,7.5,9.5
regression,rt,rt__99914b932bd37a50,10,200,8,10.0,10.0,0.0,0.0,5.045,0.66,5.705,0.0,3.6,3.6,0.695,1.0,0.0,0.0,0.5045000000000001,0.066,0.5705,0.0,0.36,0.36,0.0695,16.0,16.0,14.0,12.0,9.5
regression,cit,cit__2cd925b5323e9208,10,200,8,10.0,10.0,0.0,0.0,4.51,0.71,5.22,0.0,4.34,4.34,0.44,1.0,0.0,0.0,0.451,0.071,0.522,0.0,0.434,0.434,0.044000000000000004,17.0,17.0,17.0,3.0,9.5
regression,r_ctree,r_ctree__b6e09ceb0eb26367,10,200,8,10.0,10.0,0.0,0.0,0.67,0.41,1.08,0.0,8.655,8.655,0.265,1.0,0.0,0.0,0.067,0.040999999999999995,0.10800000000000001,0.0,0.8654999999999999,0.8654999999999999,0.0265,18.0,18.0,18.0,1.0,9.5
regression,et,et__f09eb85fc7f75870,20,200,8,20.0,20.0,0.0,0.0,7.455,1.385,8.84,0.0,9.54,9.54,1.62,1.0,0.0,0.0,0.37274999999999997,0.06925,0.442,0.0,0.47700000000000004,0.47700000000000004,0.081,1.0,4.0,4.0,15.0,9.5
regression,rf,rf__aed17443e3db937d,20,200,8,20.0,20.0,0.0,0.0,7.33,1.09,8.42,0.0,9.955,9.955,1.625,1.0,0.0,0.0,0.3665,0.0545,0.42100000000000004,0.0,0.49774999999999997,0.49774999999999997,0.08125,2.0,8.0,8.0,16.0,9.5
regression,lgbm,lgbm__71ba9ba402678146,20,200,8,20.0,20.0,0.0,0.0,7.31,1.27,8.58,0.0,9.9,9.9,1.52,1.0,0.0,0.0,0.3655,0.0635,0.429,0.0,0.495,0.495,0.076,3.0,6.0,7.0,6.5,9.5
regression,ptest_dc,ptest_dc__307d6fc3284c28e2,20,200,8,20.0,20.0,0.0,0.0,7.3,1.615,8.915,0.0,9.485,9.485,1.6,1.0,0.0,0.0,0.365,0.08075000000000002,0.44575000000000004,0.0,0.47424999999999995,0.47424999999999995,0.08,4.0,1.0,1.0,13.0,9.5
regression,ptest_pc,ptest_pc__307d6fc3284c28e2,20,200,8,20.0,20.0,0.0,0.0,7.28,1.595,8.875,0.0,9.535,9.535,1.59,1.0,0.0,0.0,0.364,0.07975,0.44375,0.0,0.47675000000000006,0.47675000000000006,0.0795,5.0,3.0,3.0,11.0,9.5
regression,ptest_rdc,ptest_rdc__307d6fc3284c28e2,20,200,8,20.0,20.0,0.0,0.0,7.27,1.625,8.895,0.0,9.51,9.51,1.595,1.0,0.0,0.0,0.3635,0.08125,0.44475000000000003,0.0,0.4755,0.4755,0.07975,6.0,2.0,2.0,12.0,9.5
regression,cif,cif__f996d20e25e412cc,20,200,8,20.0,20.0,0.0,0.0,7.195,1.515,8.71,0.0,9.685,9.685,1.605,1.0,0.0,0.0,0.35975,0.07575,0.4355,0.0,0.48424999999999996,0.48424999999999996,0.08025,7.0,5.0,5.0,14.0,9.5
regression,cat,cat__024a0842d4337711,20,200,8,20.0,20.0,0.0,0.0,7.175,1.31,8.485,0.0,9.995,9.995,1.52,1.0,0.0,0.0,0.35875,0.0655,0.42424999999999996,0.0,0.49975,0.49975,0.076,8.0,7.0,9.0,6.5,9.5
regression,xgb,xgb__1c62fadfc5e2988f,20,200,8,20.0,20.0,0.0,0.0,7.085,1.215,8.3,0.0,10.14,10.14,1.56,1.0,0.0,0.0,0.35424999999999995,0.06075,0.415,0.0,0.507,0.507,0.078,9.0,9.0,10.0,8.0,9.5
regression,boruta,boruta__7f986516a1727870,20,200,8,20.0,20.0,0.0,0.0,7.075,1.14,8.215,0.0,9.825,9.825,1.96,1.0,0.0,0.0,0.35375,0.057,0.41075,0.0,0.49125,0.49125,0.098,10.0,10.0,6.0,18.0,9.5
regression,rfe,rfe__99914b932bd37a50,20,200,8,20.0,20.0,0.0,0.0,6.995,1.095,8.09,0.0,10.435,10.435,1.475,1.0,0.0,0.0,0.34975,0.05475000000000001,0.4045,0.0,0.5217499999999999,0.5217499999999999,0.07375,11.0,11.0,12.0,5.0,9.5
regression,pi,pi__6e89acc5e72da5a8,20,200,8,20.0,20.0,0.0,0.0,6.565,1.29,7.855,0.0,10.57,10.57,1.575,1.0,0.0,0.0,0.32825000000000004,0.0645,0.39275,0.0,0.5285,0.5285,0.07875,12.0,13.0,13.0,9.0,9.5
regression,r_cforest,r_cforest__37be32340835a93b,20,200,8,20.0,20.0,0.0,0.0,6.415,1.59,8.005,0.0,10.415,10.415,1.58,1.0,0.0,0.0,0.32075000000000004,0.0795,0.40025,0.0,0.52075,0.52075,0.079,13.0,12.0,11.0,10.0,9.5
regression,rt,rt__99914b932bd37a50,20,200,8,20.0,20.0,0.0,0.0,6.205,1.185,7.39,0.0,11.295,11.295,1.315,1.0,0.0,0.0,0.31024999999999997,0.05925,0.36950000000000005,0.0,0.56475,0.56475,0.06575,14.0,14.0,14.0,4.0,9.5
regression,dt,dt__99914b932bd37a50,20,200,8,20.0,20.0,0.0,0.0,6.13,1.045,7.175,0.0,11.69,11.69,1.135,1.0,0.0,0.0,0.3065,0.05225,0.35875,0.0,0.5845,0.5845,0.056749999999999995,15.0,15.0,15.0,3.0,9.5
regression,cpi,cpi__6e89acc5e72da5a8,20,200,8,20.0,20.0,0.0,0.0,5.97,1.015,6.985,0.0,12.19,12.19,0.825,1.0,0.0,0.0,0.2985,0.05075,0.34924999999999995,0.0,0.6095,0.6095,0.04125,16.0,16.0,17.0,2.0,9.5
regression,cit,cit__2cd925b5323e9208,20,200,8,20.0,20.0,0.0,0.0,5.265,0.925,6.19,0.0,12.15,12.15,1.66,1.0,0.0,0.0,0.26325,0.04625,0.3095,0.0,0.6075,0.6075,0.083,17.0,17.0,16.0,17.0,9.5
regression,r_ctree,r_ctree__b6e09ceb0eb26367,20,200,8,20.0,20.0,0.0,0.0,1.76,0.96,2.72,0.0,16.745,16.745,0.535,1.0,0.0,0.0,0.08800000000000001,0.048,0.136,0.0,0.8372499999999999,0.8372499999999999,0.02675,18.0,18.0,18.0,1.0,9.5
regression,boruta,boruta__7f986516a1727870,25,200,8,25.0,25.0,0.0,0.0,7.785,1.225,9.01,0.0,13.99,13.99,2.0,1.0,0.0,0.0,0.3114,0.049,0.3604,0.0,0.5596,0.5596,0.08,1.0,8.0,7.0,13.0,9.5
regression,et,et__f09eb85fc7f75870,25,200,8,25.0,25.0,0.0,0.0,7.755,1.56,9.315,0.0,13.685,13.685,2.0,1.0,0.0,0.0,0.3102,0.062400000000000004,0.3726,0.0,0.5474,0.5474,0.08,2.0,5.0,5.0,13.0,9.5
regression,lgbm,lgbm__71ba9ba402678146,25,200,8,25.0,25.0,0.0,0.0,7.67,1.42,9.09,0.0,13.9,13.9,2.01,1.0,0.0,0.0,0.3068,0.056799999999999996,0.3636,0.0,0.556,0.556,0.08040000000000001,3.0,6.0,6.0,17.0,9.5
regression,ptest_dc,ptest_dc__307d6fc3284c28e2,25,200,8,25.0,25.0,0.0,0.0,7.665,2.05,9.715,0.0,13.285,13.285,2.0,1.0,0.0,0.0,0.3066,0.08200000000000002,0.3886,0.0,0.5314,0.5314,0.08,4.0,1.0,1.0,13.0,9.5
regression,ptest_rdc,ptest_rdc__307d6fc3284c28e2,25,200,8,25.0,25.0,0.0,0.0,7.64,2.03,9.67,0.0,13.33,13.33,2.0,1.0,0.0,0.0,0.30560000000000004,0.08120000000000001,0.3868,0.0,0.5332,0.5332,0.08,5.0,2.0,2.0,13.0,9.5
regression,rf,rf__aed17443e3db937d,25,200,8,25.0,25.0,0.0,0.0,7.63,1.15,8.78,0.0,14.23,14.23,1.99,1.0,0.0,0.0,0.30519999999999997,0.046,0.35119999999999996,0.0,0.5692,0.5692,0.0796,6.0,11.0,10.5,10.0,9.5
regression,ptest_pc,ptest_pc__307d6fc3284c28e2,25,200,8,25.0,25.0,0.0,0.0,7.595,2.065,9.66,0.0,13.34,13.34,2.0,1.0,0.0,0.0,0.3038,0.08259999999999999,0.3864,0.0,0.5336,0.5336,0.08,7.0,3.0,3.0,13.0,9.5
regression,cif,cif__f996d20e25e412cc,25,200,8,25.0,25.0,0.0,0.0,7.565,1.92,9.485,0.0,13.51,13.51,2.005,1.0,0.0,0.0,0.30260000000000004,0.0768,0.37939999999999996,0.0,0.5404,0.5404,0.0802,8.0,4.0,4.0,16.0,9.5
regression,xgb,xgb__1c62fadfc5e2988f,25,200,8,25.0,25.0,0.0,0.0,7.49,1.36,8.85,0.0,14.23,14.23,1.92,1.0,0.0,0.0,0.29960000000000003,0.054400000000000004,0.354,0.0,0.5692,0.5692,0.0768,9.0,10.0,10.5,5.0,9.5
regression,cat,cat__024a0842d4337711,25,200,8,25.0,25.0,0.0,0.0,7.485,1.53,9.015,0.0,14.025,14.025,1.96,1.0,0.0,0.0,0.2994,0.061200000000000004,0.36060000000000003,0.0,0.561,0.561,0.0784,10.0,7.0,8.0,8.0,9.5
regression,rfe,rfe__99914b932bd37a50,25,200,8,25.0,25.0,0.0,0.0,7.255,1.175,8.43,0.0,14.595,14.595,1.975,1.0,0.0,0.0,0.2902,0.047,0.3372,0.0,0.5838,0.5838,0.079,11.0,13.0,12.0,9.0,9.5
regression,pi,pi__6e89acc5e72da5a8,25,200,8,25.0,25.0,0.0,0.0,6.895,1.54,8.435,0.0,14.63,14.63,1.935,1.0,0.0,0.0,0.27580000000000005,0.0616,0.33740000000000003,0.0,0.5852,0.5852,0.0774,12.0,12.0,13.0,6.0,9.5
regression,r_cforest,r_cforest__37be32340835a93b,25,200,8,25.0,25.0,0.0,0.0,6.835,2.035,8.87,0.0,14.18,14.18,1.95,1.0,0.0,0.0,0.2734,0.0814,0.35480000000000006,0.0,0.5672,0.5672,0.078,13.0,9.0,9.0,7.0,9.5
regression,rt,rt__99914b932bd37a50,25,200,8,25.0,25.0,0.0,0.0,6.585,1.37,7.955,0.0,15.58,15.58,1.465,1.0,0.0,0.0,0.2634,0.0548,0.3182,0.0,0.6232,0.6232,0.058600000000000006,14.0,14.0,14.0,4.0,9.5
regression,dt,dt__99914b932bd37a50,25,200,8,25.0,25.0,0.0,0.0,6.535,1.25,7.785,0.0,15.89,15.89,1.325,1.0,0.0,0.0,0.2614,0.05,0.3114,0.0,0.6356,0.6356,0.053,15.0,15.0,15.0,3.0,9.5
regression,cpi,cpi__6e89acc5e72da5a8,25,200,8,25.0,25.0,0.0,0.0,6.335,1.28,7.615,0.0,16.425,16.425,0.96,1.0,0.0,0.0,0.2534,0.0512,0.3046,0.0,0.657,0.657,0.0384,16.0,16.0,17.0,2.0,9.5
regression,cit,cit__2cd925b5323e9208,25,200,8,25.0,25.0,0.0,0.0,5.69,1.05,6.74,0.0,16.14,16.14,2.12,1.0,0.0,0.0,0.22760000000000002,0.042,0.2696,0.0,0.6456000000000001,0.6456000000000001,0.0848,17.0,17.0,16.0,18.0,9.5
regression,r_ctree,r_ctree__b6e09ceb0eb26367,25,200,8,25.0,25.0,0.0,0.0,2.565,1.095,3.66,0.0,20.615,20.615,0.725,1.0,0.0,0.0,0.1026,0.0438,0.1464,0.0,0.8245999999999999,0.8245999999999999,0.028999999999999998,18.0,18.0,18.0,1.0,9.5
regression,cat,cat__024a0842d4337711,50,200,8,50.0,50.0,0.0,0.0,8.63,2.5,11.13,0.0,36.58,36.58,2.29,1.0,0.0,0.0,0.1726,0.05,0.22260000000000002,0.0,0.7315999999999999,0.7315999999999999,0.0458,1.5,1.5,2.0,16.5,9.5
regression,lgbm,lgbm__71ba9ba402678146,50,200,8,50.0,50.0,0.0,0.0,8.63,2.5,11.13,0.0,36.555,36.555,2.315,1.0,0.0,0.0,0.1726,0.05,0.22260000000000002,0.0,0.7311,0.7311,0.0463,1.5,1.5,1.0,18.0,9.5
regression,boruta,boruta__7f986516a1727870,50,200,8,50.0,50.0,0.0,0.0,8.61,2.5,11.11,0.0,36.78,36.78,2.11,1.0,0.0,0.0,0.17220000000000002,0.05,0.22219999999999998,0.0,0.7356,0.7356,0.042199999999999994,3.5,3.5,6.0,6.0,9.5
regression,ptest_dc,ptest_dc__307d6fc3284c28e2,50,200,8,50.0,50.0,0.0,0.0,8.61,2.5,11.11,0.0,36.6,36.6,2.29,1.0,0.0,0.0,0.17220000000000002,0.05,0.22219999999999998,0.0,0.732,0.732,0.0458,3.5,3.5,3.0,16.5,9.5
regression,ptest_rdc,ptest_rdc__307d6fc3284c28e2,50,200,8,50.0,50.0,0.0,0.0,8.575,2.5,11.075,0.0,36.64,36.64,2.285,1.0,0.0,0.0,0.1715,0.05,0.22149999999999997,0.0,0.7328,0.7328,0.045700000000000005,5.0,5.0,4.0,15.0,9.5
regression,rfe,rfe__99914b932bd37a50,50,200,8,50.0,50.0,0.0,0.0,8.57,2.5,11.07,0.0,36.805,36.805,2.125,1.0,0.0,0.0,0.1714,0.05,0.2214,0.0,0.7361,0.7361,0.0425,6.0,6.0,7.5,10.0,9.5
regression,et,et__f09eb85fc7f75870,50,200,8,50.0,50.0,0.0,0.0,8.55,2.5,11.05,0.0,36.805,36.805,2.145,1.0,0.0,0.0,0.171,0.05,0.221,0.0,0.7361,0.7361,0.0429,7.0,7.0,7.5,11.0,9.5
regression,ptest_pc,ptest_pc__307d6fc3284c28e2,50,200,8,50.0,50.0,0.0,0.0,8.545,2.5,11.045,0.0,36.695,36.695,2.26,1.0,0.0,0.0,0.1709,0.05,0.22089999999999999,0.0,0.7339,0.7339,0.0452,8.0,8.0,5.0,14.0,9.5
regression,rf,rf__aed17443e3db937d,50,200,8,50.0,50.0,0.0,0.0,8.53,2.5,11.03,0.0,36.88,36.88,2.09,1.0,0.0,0.0,0.17060000000000003,0.05,0.2206,0.0,0.7376,0.7376,0.041800000000000004,9.5,9.5,10.0,5.0,9.5
regression,xgb,xgb__1c62fadfc5e2988f,50,200,8,50.0,50.0,0.0,0.0,8.53,2.5,11.03,0.0,36.86,36.86,2.11,1.0,0.0,0.0,0.17060000000000003,0.05,0.2206,0.0,0.7372,0.7372,0.04220000000000001,9.5,9.5,9.0,7.0,9.5
regression,cif,cif__f996d20e25e412cc,50,200,8,50.0,50.0,0.0,0.0,8.425,2.5,10.925,0.0,36.89,36.89,2.185,1.0,0.0,0.0,0.1685,0.05,0.21850000000000003,0.0,0.7378,0.7378,0.0437,11.0,11.0,11.0,12.0,9.5
regression,pi,pi__6e89acc5e72da5a8,50,200,8,50.0,50.0,0.0,0.0,8.08,2.5,10.58,0.0,37.305,37.305,2.115,1.0,0.0,0.0,0.1616,0.05,0.2116,0.0,0.7461,0.7461,0.042300000000000004,12.0,12.0,12.0,8.0,9.5
regression,dt,dt__99914b932bd37a50,50,200,8,50.0,50.0,0.0,0.0,7.92,2.5,10.42,0.0,37.855,37.855,1.725,1.0,0.0,0.0,0.15839999999999999,0.05,0.2084,0.0,0.7570999999999999,0.7570999999999999,0.0345,13.0,13.0,15.0,3.0,9.5
regression,rt,rt__99914b932bd37a50,50,200,8,50.0,50.0,0.0,0.0,7.89,2.5,10.39,0.0,37.77,37.77,1.84,1.0,0.0,0.0,0.15780000000000002,0.05,0.2078,0.0,0.7554000000000001,0.7554000000000001,0.0368,14.0,14.0,14.0,4.0,9.5
regression,r_cforest,r_cforest__37be32340835a93b,50,200,8,50.0,50.0,0.0,0.0,7.835,2.5,10.335,0.0,37.475,37.475,2.19,1.0,0.0,0.0,0.1567,0.05,0.20670000000000002,0.0,0.7495,0.7495,0.0438,15.0,15.0,13.0,13.0,9.5
regression,cpi,cpi__6e89acc5e72da5a8,50,200,8,50.0,50.0,0.0,0.0,7.63,2.5,10.13,0.0,38.575,38.575,1.295,1.0,0.0,0.0,0.15259999999999999,0.05,0.2026,0.0,0.7715000000000001,0.7715000000000001,0.0259,16.0,16.0,17.0,1.0,9.5
regression,cit,cit__2cd925b5323e9208,50,200,8,50.0,50.0,0.0,0.0,7.055,2.5,9.555,0.0,38.325,38.325,2.12,1.0,0.0,0.0,0.1411,0.05,0.1911,0.0,0.7665000000000001,0.7665000000000001,0.0424,17.0,17.0,16.0,9.0,9.5
regression,r_ctree,r_ctree__b6e09ceb0eb26367,50,200,8,50.0,50.0,0.0,0.0,4.725,2.5,7.225,0.0,41.47,41.47,1.305,1.0,0.0,0.0,0.09450000000000001,0.05,0.1445,0.0,0.8294,0.8294,0.026099999999999998,18.0,18.0,18.0,2.0,9.5
regression,cat,cat__024a0842d4337711,100,200,8,87.5,87.5,0.0,12.5,8.75,2.5,11.25,0.0,73.76,73.76,2.49,1.0,0.0,0.125,0.1125,0.05,0.1625,0.0,0.8126000000000001,0.8126000000000001,0.024900000000000002,1.5,1.5,1.5,16.0,9.5
regression,lgbm,lgbm__71ba9ba402678146,100,200,8,87.5,87.5,0.0,12.5,8.75,2.5,11.25,0.0,73.775,73.775,2.475,1.0,0.0,0.125,0.1125,0.05,0.1625,0.0,0.8127500000000001,0.8127500000000001,0.02475,1.5,1.5,3.0,14.0,9.5
regression,boruta,boruta__7f986516a1727870,100,200,8,87.5,87.5,0.0,12.5,8.74,2.5,11.24,0.0,73.85,73.85,2.41,1.0,0.0,0.125,0.1124,0.05,0.1624,0.0,0.8134999999999999,0.8134999999999999,0.0241,3.5,3.5,6.5,8.0,9.5
regression,ptest_dc,ptest_dc__307d6fc3284c28e2,100,200,8,87.5,87.5,0.0,12.5,8.74,2.5,11.24,0.0,73.76,73.76,2.5,1.0,0.0,0.125,0.1124,0.05,0.1624,0.0,0.8126000000000001,0.8126000000000001,0.025,3.5,3.5,1.5,17.5,9.5
regression,ptest_rdc,ptest_rdc__307d6fc3284c28e2,100,200,8,87.5,87.5,0.0,12.5,8.735,2.5,11.235,0.0,73.78,73.78,2.485,1.0,0.0,0.125,0.11235,0.05,0.16235,0.0,0.8128,0.8128,0.024850000000000004,5.0,5.0,4.0,15.0,9.5
regression,ptest_pc,ptest_pc__307d6fc3284c28e2,100,200,8,87.5,87.5,0.0,12.5,8.725,2.5,11.225,0.0,73.83,73.83,2.445,1.0,0.0,0.125,0.11225000000000002,0.05,0.16225,0.0,0.8133,0.8133,0.024450000000000003,6.5,6.5,5.0,13.0,9.5
regression,xgb,xgb__1c62fadfc5e2988f,100,200,8,87.5,87.5,0.0,12.5,8.725,2.5,11.225,0.0,73.885,73.885,2.39,1.0,0.0,0.125,0.11225000000000002,0.05,0.16225,0.0,0.8138500000000001,0.8138500000000001,0.0239,6.5,6.5,10.0,6.0,9.5
regression,et,et__f09eb85fc7f75870,100,200,8,87.5,87.5,0.0,12.5,8.72,2.5,11.22,0.0,73.86,73.86,2.42,1.0,0.0,0.125,0.11220000000000001,0.05,0.16219999999999998,0.0,0.8136,0.8136,0.0242,8.0,8.0,8.0,10.0,9.5
regression,cif,cif__f996d20e25e412cc,100,200,8,87.5,87.5,0.0,12.5,8.71,2.5,11.21,0.0,73.875,73.875,2.415,1.0,0.0,0.125,0.1121,0.05,0.16210000000000002,0.0,0.81375,0.81375,0.02415,10.0,10.0,9.0,9.0,9.5
regression,rf,rf__aed17443e3db937d,100,200,8,87.5,87.5,0.0,12.5,8.71,2.5,11.21,0.0,73.895,73.895,2.395,1.0,0.0,0.125,0.1121,0.05,0.16210000000000002,0.0,0.81395,0.81395,0.02395,10.0,10.0,11.0,7.0,9.5
regression,rfe,rfe__99914b932bd37a50,100,200,8,87.5,87.5,0.0,12.5,8.71,2.5,11.21,0.0,73.85,73.85,2.44,1.0,0.0,0.125,0.1121,0.05,0.16210000000000002,0.0,0.8134999999999999,0.8134999999999999,0.024399999999999998,10.0,10.0,6.5,12.0,9.5
regression,pi,pi__6e89acc5e72da5a8,100,200,8,87.5,87.5,0.0,12.5,8.705,2.5,11.205,0.0,73.91,73.91,2.385,1.0,0.0,0.125,0.11205,0.05,0.16205000000000003,0.0,0.8140999999999999,0.8140999999999999,0.023850000000000003,12.0,12.0,12.0,5.0,9.5
regression,cpi,cpi__6e89acc5e72da5a8,100,200,8,87.5,87.5,0.0,12.5,8.57,2.5,11.07,0.0,74.38,74.38,2.05,1.0,0.0,0.125,0.1107,0.05,0.1607,0.0,0.8188,0.8188,0.020500000000000004,13.0,13.0,16.5,2.0,9.5
regression,dt,dt__99914b932bd37a50,100,200,8,87.5,87.5,0.0,12.5,8.55,2.5,11.05,0.0,74.175,74.175,2.275,1.0,0.0,0.125,0.1105,0.05,0.1605,0.0,0.81675,0.81675,0.02275,14.0,14.0,14.0,3.0,9.5
regression,rt,rt__99914b932bd37a50,100,200,8,87.5,87.5,0.0,12.5,8.53,2.5,11.03,0.0,74.145,74.145,2.325,1.0,0.0,0.125,0.11030000000000001,0.05,0.1603,0.0,0.81645,0.81645,0.023250000000000003,15.0,15.0,13.0,4.0,9.5
regression,cit,cit__2cd925b5323e9208,100,200,8,87.5,87.5,0.0,12.5,8.255,2.5,10.755,0.0,74.245,74.245,2.5,1.0,0.0,0.125,0.10755,0.05,0.15755,0.0,0.81745,0.81745,0.025,16.0,16.0,15.0,17.5,9.5
regression,r_cforest,r_cforest__37be32340835a93b,100,200,8,87.5,87.5,0.0,12.5,8.19,2.5,10.69,0.0,74.38,74.38,2.43,1.0,0.0,0.125,0.10690000000000001,0.05,0.15689999999999998,0.0,0.8188,0.8188,0.024300000000000002,17.0,17.0,16.5,11.0,9.5
regression,r_ctree,r_ctree__b6e09ceb0eb26367,100,200,8,87.5,87.5,0.0,12.5,8.16,2.5,10.66,0.0,75.535,75.535,1.305,1.0,0.0,0.125,0.1066,0.05,0.1566,0.0,0.8303499999999999,0.8303499999999999,0.013049999999999999,18.0,18.0,18.0,1.0,9.5
