task,dataset_type,method_base,method_id,k,n_rankings,n_datasets,effective_k,returned_count,missing_count,dataset_size_cap_count,informative_count,redundant_count,signal_or_redundant_count,explicit_noise_count,background_null_count,pure_noise_count,correlated_noise_count,returned_share,missing_share,dataset_size_cap_share,informative_share,redundant_share,signal_or_redundant_share,explicit_noise_share,background_null_share,pure_noise_share,correlated_noise_share
classification,weak_signal,boruta,boruta__7f986516a1727870,5,25,1,5.0,5.0,0.0,0.0,3.48,0.0,3.48,0.0,1.52,1.52,0.0,1.0,0.0,0.0,0.6960000000000001,0.0,0.6960000000000001,0.0,0.30400000000000005,0.30400000000000005,0.0
classification,weak_signal,ptest_rdc,ptest_rdc__307d6fc3284c28e2,5,25,1,5.0,5.0,0.0,0.0,2.08,0.0,2.08,0.0,2.92,2.92,0.0,1.0,0.0,0.0,0.41600000000000004,0.0,0.41600000000000004,0.0,0.584,0.584,0.0
classification,weak_signal,pi,pi__6e89acc5e72da5a8,5,25,1,5.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.6,0.0
classification,weak_signal,cpi,cpi__6e89acc5e72da5a8,5,25,1,5.0,5.0,0.0,0.0,1.92,0.0,1.92,0.0,3.08,3.08,0.0,1.0,0.0,0.0,0.384,0.0,0.384,0.0,0.616,0.616,0.0
classification,weak_signal,r_cforest,r_cforest__37be32340835a93b,5,25,1,5.0,5.0,0.0,0.0,1.6,0.0,1.6,0.0,3.4,3.4,0.0,1.0,0.0,0.0,0.32,0.0,0.32,0.0,0.68,0.68,0.0
classification,weak_signal,cif,cif__4ee6725d43ec8e5a,5,25,1,5.0,5.0,0.0,0.0,1.52,0.0,1.52,0.0,3.48,3.48,0.0,1.0,0.0,0.0,0.30400000000000005,0.0,0.30400000000000005,0.0,0.696,0.696,0.0
classification,weak_signal,cit,cit__bc8d0ddbb26c15b5,5,25,1,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.8,0.0
classification,weak_signal,r_ctree,r_ctree__b6e09ceb0eb26367,5,25,1,5.0,5.0,0.0,0.0,0.4,0.0,0.4,0.0,4.6,4.6,0.0,1.0,0.0,0.0,0.08,0.0,0.08,0.0,0.92,0.92,0.0
classification,weak_signal,ptest_mc,ptest_mc__307d6fc3284c28e2,5,25,1,5.0,5.0,0.0,0.0,0.28,0.0,0.28,0.0,4.72,4.72,0.0,1.0,0.0,0.0,0.05600000000000001,0.0,0.05600000000000001,0.0,0.9440000000000001,0.9440000000000001,0.0
classification,weak_signal,rfe,rfe__99914b932bd37a50,10,25,1,10.0,10.0,0.0,0.0,7.92,0.0,7.92,0.0,2.08,2.08,0.0,1.0,0.0,0.0,0.792,0.0,0.792,0.0,0.20800000000000002,0.20800000000000002,0.0
classification,weak_signal,cat,cat__024a0842d4337711,10,25,1,10.0,10.0,0.0,0.0,7.84,0.0,7.84,0.0,2.16,2.16,0.0,1.0,0.0,0.0,0.784,0.0,0.784,0.0,0.21600000000000003,0.21600000000000003,0.0
classification,weak_signal,lgbm,lgbm__71ba9ba402678146,10,25,1,10.0,10.0,0.0,0.0,7.64,0.0,7.64,0.0,2.36,2.36,0.0,1.0,0.0,0.0,0.764,0.0,0.764,0.0,0.23600000000000002,0.23600000000000002,0.0
classification,weak_signal,xgb,xgb__1c62fadfc5e2988f,10,25,1,10.0,10.0,0.0,0.0,7.56,0.0,7.56,0.0,2.44,2.44,0.0,1.0,0.0,0.0,0.7559999999999999,0.0,0.7559999999999999,0.0,0.244,0.244,0.0
classification,weak_signal,et,et__f5580a1865f967c8,10,25,1,10.0,10.0,0.0,0.0,6.28,0.0,6.28,0.0,3.72,3.72,0.0,1.0,0.0,0.0,0.628,0.0,0.628,0.0,0.37200000000000005,0.37200000000000005,0.0
classification,weak_signal,rf,rf__27caa3a0a3b84fd9,10,25,1,10.0,10.0,0.0,0.0,5.52,0.0,5.52,0.0,4.48,4.48,0.0,1.0,0.0,0.0,0.5519999999999999,0.0,0.5519999999999999,0.0,0.44799999999999995,0.44799999999999995,0.0
classification,weak_signal,boruta,boruta__7f986516a1727870,10,25,1,10.0,10.0,0.0,0.0,5.04,0.0,5.04,0.0,4.96,4.96,0.0,1.0,0.0,0.0,0.504,0.0,0.504,0.0,0.496,0.496,0.0
classification,weak_signal,ptest_rdc,ptest_rdc__307d6fc3284c28e2,10,25,1,10.0,10.0,0.0,0.0,3.12,0.0,3.12,0.0,6.88,6.88,0.0,1.0,0.0,0.0,0.312,0.0,0.312,0.0,0.688,0.688,0.0
classification,weak_signal,pi,pi__6e89acc5e72da5a8,10,25,1,10.0,10.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,0.3,0.0,0.3,0.0,0.7,0.7,0.0
classification,weak_signal,cpi,cpi__6e89acc5e72da5a8,10,25,1,10.0,10.0,0.0,0.0,2.8,0.0,2.8,0.0,7.2,7.2,0.0,1.0,0.0,0.0,0.28,0.0,0.28,0.0,0.72,0.72,0.0
classification,weak_signal,cif,cif__4ee6725d43ec8e5a,10,25,1,10.0,10.0,0.0,0.0,2.6,0.0,2.6,0.0,7.4,7.4,0.0,1.0,0.0,0.0,0.26,0.0,0.26,0.0,0.74,0.74,0.0
classification,weak_signal,r_cforest,r_cforest__37be32340835a93b,10,25,1,10.0,10.0,0.0,0.0,2.44,0.0,2.44,0.0,7.56,7.56,0.0,1.0,0.0,0.0,0.24400000000000002,0.0,0.24400000000000002,0.0,0.7559999999999999,0.7559999999999999,0.0
classification,weak_signal,cit,cit__bc8d0ddbb26c15b5,10,25,1,10.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,ptest_mc,ptest_mc__307d6fc3284c28e2,10,25,1,10.0,10.0,0.0,0.0,0.68,0.0,0.68,0.0,9.32,9.32,0.0,1.0,0.0,0.0,0.068,0.0,0.068,0.0,0.932,0.932,0.0
classification,weak_signal,r_ctree,r_ctree__b6e09ceb0eb26367,10,25,1,10.0,10.0,0.0,0.0,0.64,0.0,0.64,0.0,9.36,9.36,0.0,1.0,0.0,0.0,0.064,0.0,0.064,0.0,0.9359999999999999,0.9359999999999999,0.0
classification,weak_signal,xgb,xgb__1c62fadfc5e2988f,20,25,1,20.0,20.0,0.0,0.0,9.08,0.0,9.08,0.0,10.92,10.92,0.0,1.0,0.0,0.0,0.45399999999999996,0.0,0.45399999999999996,0.0,0.546,0.546,0.0
classification,weak_signal,cat,cat__024a0842d4337711,20,25,1,20.0,20.0,0.0,0.0,9.04,0.0,9.04,0.0,10.96,10.96,0.0,1.0,0.0,0.0,0.452,0.0,0.452,0.0,0.548,0.548,0.0
classification,weak_signal,rfe,rfe__99914b932bd37a50,20,25,1,20.0,20.0,0.0,0.0,8.68,0.0,8.68,0.0,11.32,11.32,0.0,1.0,0.0,0.0,0.434,0.0,0.434,0.0,0.5660000000000001,0.5660000000000001,0.0
classification,weak_signal,lgbm,lgbm__71ba9ba402678146,20,25,1,20.0,20.0,0.0,0.0,8.6,0.0,8.6,0.0,11.4,11.4,0.0,1.0,0.0,0.0,0.43,0.0,0.43,0.0,0.57,0.57,0.0
classification,weak_signal,et,et__f5580a1865f967c8,20,25,1,20.0,20.0,0.0,0.0,7.96,0.0,7.96,0.0,12.04,12.04,0.0,1.0,0.0,0.0,0.39799999999999996,0.0,0.39799999999999996,0.0,0.602,0.602,0.0
classification,weak_signal,rf,rf__27caa3a0a3b84fd9,20,25,1,20.0,20.0,0.0,0.0,7.28,0.0,7.28,0.0,12.72,12.72,0.0,1.0,0.0,0.0,0.364,0.0,0.364,0.0,0.636,0.636,0.0
classification,weak_signal,boruta,boruta__7f986516a1727870,20,25,1,20.0,20.0,0.0,0.0,6.96,0.0,6.96,0.0,13.04,13.04,0.0,1.0,0.0,0.0,0.348,0.0,0.348,0.0,0.652,0.652,0.0
classification,weak_signal,pi,pi__6e89acc5e72da5a8,20,25,1,20.0,20.0,0.0,0.0,4.4,0.0,4.4,0.0,15.6,15.6,0.0,1.0,0.0,0.0,0.22,0.0,0.22,0.0,0.78,0.78,0.0
classification,weak_signal,cpi,cpi__6e89acc5e72da5a8,20,25,1,20.0,20.0,0.0,0.0,4.24,0.0,4.24,0.0,15.76,15.76,0.0,1.0,0.0,0.0,0.212,0.0,0.212,0.0,0.7879999999999999,0.7879999999999999,0.0
classification,weak_signal,cif,cif__4ee6725d43ec8e5a,20,25,1,20.0,20.0,0.0,0.0,4.2,0.0,4.2,0.0,15.8,15.8,0.0,1.0,0.0,0.0,0.21,0.0,0.21,0.0,0.79,0.79,0.0
classification,weak_signal,ptest_rdc,ptest_rdc__307d6fc3284c28e2,20,25,1,20.0,20.0,0.0,0.0,4.2,0.0,4.2,0.0,15.8,15.8,0.0,1.0,0.0,0.0,0.21,0.0,0.21,0.0,0.79,0.79,0.0
classification,weak_signal,r_cforest,r_cforest__37be32340835a93b,20,25,1,20.0,20.0,0.0,0.0,3.8,0.0,3.8,0.0,16.2,16.2,0.0,1.0,0.0,0.0,0.19,0.0,0.19,0.0,0.81,0.81,0.0
classification,weak_signal,cit,cit__bc8d0ddbb26c15b5,20,25,1,20.0,20.0,0.0,0.0,3.0,0.0,3.0,0.0,17.0,17.0,0.0,1.0,0.0,0.0,0.15,0.0,0.15,0.0,0.85,0.85,0.0
classification,weak_signal,ptest_mc,ptest_mc__307d6fc3284c28e2,20,25,1,20.0,20.0,0.0,0.0,1.56,0.0,1.56,0.0,18.44,18.44,0.0,1.0,0.0,0.0,0.07800000000000001,0.0,0.07800000000000001,0.0,0.922,0.922,0.0
classification,weak_signal,r_ctree,r_ctree__b6e09ceb0eb26367,20,25,1,20.0,20.0,0.0,0.0,1.48,0.0,1.48,0.0,18.52,18.52,0.0,1.0,0.0,0.0,0.07400000000000001,0.0,0.07400000000000001,0.0,0.9259999999999999,0.9259999999999999,0.0
classification,weak_signal,xgb,xgb__1c62fadfc5e2988f,25,25,1,25.0,25.0,0.0,0.0,9.4,0.0,9.4,0.0,15.6,15.6,0.0,1.0,0.0,0.0,0.376,0.0,0.376,0.0,0.624,0.624,0.0
classification,weak_signal,cat,cat__024a0842d4337711,25,25,1,25.0,25.0,0.0,0.0,9.36,0.0,9.36,0.0,15.64,15.64,0.0,1.0,0.0,0.0,0.37439999999999996,0.0,0.37439999999999996,0.0,0.6256,0.6256,0.0
classification,weak_signal,lgbm,lgbm__71ba9ba402678146,25,25,1,25.0,25.0,0.0,0.0,8.88,0.0,8.88,0.0,16.12,16.12,0.0,1.0,0.0,0.0,0.3552,0.0,0.3552,0.0,0.6448,0.6448,0.0
classification,weak_signal,rfe,rfe__99914b932bd37a50,25,25,1,25.0,25.0,0.0,0.0,8.8,0.0,8.8,0.0,16.2,16.2,0.0,1.0,0.0,0.0,0.35200000000000004,0.0,0.35200000000000004,0.0,0.648,0.648,0.0
classification,weak_signal,et,et__f5580a1865f967c8,25,25,1,25.0,25.0,0.0,0.0,8.32,0.0,8.32,0.0,16.68,16.68,0.0,1.0,0.0,0.0,0.3328,0.0,0.3328,0.0,0.6672,0.6672,0.0
classification,weak_signal,rf,rf__27caa3a0a3b84fd9,25,25,1,25.0,25.0,0.0,0.0,7.8,0.0,7.8,0.0,17.2,17.2,0.0,1.0,0.0,0.0,0.312,0.0,0.312,0.0,0.688,0.688,0.0
classification,weak_signal,boruta,boruta__7f986516a1727870,25,25,1,25.0,25.0,0.0,0.0,7.56,0.0,7.56,0.0,17.44,17.44,0.0,1.0,0.0,0.0,0.3024,0.0,0.3024,0.0,0.6976,0.6976,0.0
classification,weak_signal,pi,pi__6e89acc5e72da5a8,25,25,1,25.0,25.0,0.0,0.0,5.08,0.0,5.08,0.0,19.92,19.92,0.0,1.0,0.0,0.0,0.2032,0.0,0.2032,0.0,0.7968000000000001,0.7968000000000001,0.0
classification,weak_signal,cif,cif__4ee6725d43ec8e5a,25,25,1,25.0,25.0,0.0,0.0,4.88,0.0,4.88,0.0,20.12,20.12,0.0,1.0,0.0,0.0,0.19519999999999998,0.0,0.19519999999999998,0.0,0.8048000000000001,0.8048000000000001,0.0
classification,weak_signal,cpi,cpi__6e89acc5e72da5a8,25,25,1,25.0,25.0,0.0,0.0,4.8,0.0,4.8,0.0,20.2,20.2,0.0,1.0,0.0,0.0,0.192,0.0,0.192,0.0,0.8079999999999999,0.8079999999999999,0.0
classification,weak_signal,ptest_rdc,ptest_rdc__307d6fc3284c28e2,25,25,1,25.0,25.0,0.0,0.0,4.8,0.0,4.8,0.0,20.2,20.2,0.0,1.0,0.0,0.0,0.192,0.0,0.192,0.0,0.8079999999999999,0.8079999999999999,0.0
classification,weak_signal,r_cforest,r_cforest__37be32340835a93b,25,25,1,25.0,25.0,0.0,0.0,4.64,0.0,4.64,0.0,20.36,20.36,0.0,1.0,0.0,0.0,0.1856,0.0,0.1856,0.0,0.8144,0.8144,0.0
classification,weak_signal,cit,cit__bc8d0ddbb26c15b5,25,25,1,25.0,25.0,0.0,0.0,3.0,0.0,3.0,0.0,22.0,22.0,0.0,1.0,0.0,0.0,0.12,0.0,0.12,0.0,0.88,0.88,0.0
classification,weak_signal,ptest_mc,ptest_mc__307d6fc3284c28e2,25,25,1,25.0,25.0,0.0,0.0,2.12,0.0,2.12,0.0,22.88,22.88,0.0,1.0,0.0,0.0,0.0848,0.0,0.0848,0.0,0.9152,0.9152,0.0
classification,weak_signal,r_ctree,r_ctree__b6e09ceb0eb26367,25,25,1,25.0,25.0,0.0,0.0,1.72,0.0,1.72,0.0,23.28,23.28,0.0,1.0,0.0,0.0,0.0688,0.0,0.0688,0.0,0.9312,0.9312,0.0
classification,weak_signal,cat,cat__024a0842d4337711,50,25,1,50.0,50.0,0.0,0.0,9.8,0.0,9.8,0.0,40.2,40.2,0.0,1.0,0.0,0.0,0.196,0.0,0.196,0.0,0.804,0.804,0.0
classification,weak_signal,xgb,xgb__1c62fadfc5e2988f,50,25,1,50.0,50.0,0.0,0.0,9.76,0.0,9.76,0.0,40.24,40.24,0.0,1.0,0.0,0.0,0.19519999999999998,0.0,0.19519999999999998,0.0,0.8048000000000001,0.8048000000000001,0.0
classification,weak_signal,lgbm,lgbm__71ba9ba402678146,50,25,1,50.0,50.0,0.0,0.0,9.6,0.0,9.6,0.0,40.4,40.4,0.0,1.0,0.0,0.0,0.192,0.0,0.192,0.0,0.8079999999999999,0.8079999999999999,0.0
classification,weak_signal,et,et__f5580a1865f967c8,50,25,1,50.0,50.0,0.0,0.0,9.24,0.0,9.24,0.0,40.76,40.76,0.0,1.0,0.0,0.0,0.1848,0.0,0.1848,0.0,0.8151999999999999,0.8151999999999999,0.0
classification,weak_signal,rfe,rfe__99914b932bd37a50,50,25,1,50.0,50.0,0.0,0.0,9.24,0.0,9.24,0.0,40.76,40.76,0.0,1.0,0.0,0.0,0.1848,0.0,0.1848,0.0,0.8151999999999999,0.8151999999999999,0.0
classification,weak_signal,rf,rf__27caa3a0a3b84fd9,50,25,1,50.0,50.0,0.0,0.0,9.08,0.0,9.08,0.0,40.92,40.92,0.0,1.0,0.0,0.0,0.1816,0.0,0.1816,0.0,0.8184,0.8184,0.0
classification,weak_signal,boruta,boruta__7f986516a1727870,50,25,1,50.0,50.0,0.0,0.0,9.04,0.0,9.04,0.0,40.96,40.96,0.0,1.0,0.0,0.0,0.1808,0.0,0.1808,0.0,0.8192,0.8192,0.0
classification,weak_signal,r_cforest,r_cforest__37be32340835a93b,50,25,1,50.0,50.0,0.0,0.0,7.28,0.0,7.28,0.0,42.72,42.72,0.0,1.0,0.0,0.0,0.1456,0.0,0.1456,0.0,0.8543999999999999,0.8543999999999999,0.0
classification,weak_signal,cpi,cpi__6e89acc5e72da5a8,50,25,1,50.0,50.0,0.0,0.0,7.16,0.0,7.16,0.0,42.84,42.84,0.0,1.0,0.0,0.0,0.1432,0.0,0.1432,0.0,0.8567999999999999,0.8567999999999999,0.0
classification,weak_signal,cif,cif__4ee6725d43ec8e5a,50,25,1,50.0,50.0,0.0,0.0,7.12,0.0,7.12,0.0,42.88,42.88,0.0,1.0,0.0,0.0,0.1424,0.0,0.1424,0.0,0.8576,0.8576,0.0
classification,weak_signal,cit,cit__bc8d0ddbb26c15b5,50,25,1,50.0,50.0,0.0,0.0,7.0,0.0,7.0,0.0,43.0,43.0,0.0,1.0,0.0,0.0,0.14,0.0,0.14,0.0,0.86,0.86,0.0
classification,weak_signal,pi,pi__6e89acc5e72da5a8,50,25,1,50.0,50.0,0.0,0.0,6.88,0.0,6.88,0.0,43.12,43.12,0.0,1.0,0.0,0.0,0.1376,0.0,0.1376,0.0,0.8623999999999999,0.8623999999999999,0.0
classification,weak_signal,ptest_rdc,ptest_rdc__307d6fc3284c28e2,50,25,1,50.0,50.0,0.0,0.0,6.8,0.0,6.8,0.0,43.2,43.2,0.0,1.0,0.0,0.0,0.136,0.0,0.136,0.0,0.8640000000000001,0.8640000000000001,0.0
classification,weak_signal,ptest_mc,ptest_mc__307d6fc3284c28e2,50,25,1,50.0,50.0,0.0,0.0,4.52,0.0,4.52,0.0,45.48,45.48,0.0,1.0,0.0,0.0,0.09040000000000001,0.0,0.09040000000000001,0.0,0.9096000000000001,0.9096000000000001,0.0
classification,weak_signal,r_ctree,r_ctree__b6e09ceb0eb26367,50,25,1,50.0,50.0,0.0,0.0,4.16,0.0,4.16,0.0,45.84,45.84,0.0,1.0,0.0,0.0,0.0832,0.0,0.0832,0.0,0.9168000000000001,0.9168000000000001,0.0
classification,weak_signal,boruta,boruta__7f986516a1727870,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,cat,cat__024a0842d4337711,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,cif,cif__4ee6725d43ec8e5a,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,cit,cit__bc8d0ddbb26c15b5,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,cpi,cpi__6e89acc5e72da5a8,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,et,et__f5580a1865f967c8,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,lgbm,lgbm__71ba9ba402678146,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,pi,pi__6e89acc5e72da5a8,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,ptest_mc,ptest_mc__307d6fc3284c28e2,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,ptest_rdc,ptest_rdc__307d6fc3284c28e2,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,r_cforest,r_cforest__37be32340835a93b,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,r_ctree,r_ctree__b6e09ceb0eb26367,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,rf,rf__27caa3a0a3b84fd9,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,rfe,rfe__99914b932bd37a50,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,weak_signal,xgb,xgb__1c62fadfc5e2988f,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,confounder,boruta,boruta__7f986516a1727870,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,cat,cat__024a0842d4337711,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,cif,cif__f996d20e25e412cc,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,cit,cit__2cd925b5323e9208,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,cpi,cpi__6e89acc5e72da5a8,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,et,et__f09eb85fc7f75870,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,lgbm,lgbm__71ba9ba402678146,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,pi,pi__6e89acc5e72da5a8,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,ptest_dc,ptest_dc__307d6fc3284c28e2,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,ptest_pc,ptest_pc__307d6fc3284c28e2,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,ptest_rdc,ptest_rdc__307d6fc3284c28e2,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,rf,rf__aed17443e3db937d,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,rfe,rfe__99914b932bd37a50,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,xgb,xgb__1c62fadfc5e2988f,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,r_cforest,r_cforest__37be32340835a93b,1,25,1,1.0,1.0,0.0,0.0,0.92,0.0,0.92,0.0,0.0,0.0,0.08,1.0,0.0,0.0,0.92,0.0,0.92,0.0,0.0,0.0,0.08
regression,confounder,r_ctree,r_ctree__b6e09ceb0eb26367,1,25,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
regression,confounder,boruta,boruta__7f986516a1727870,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,cat,cat__024a0842d4337711,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,cit,cit__2cd925b5323e9208,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,cpi,cpi__6e89acc5e72da5a8,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,lgbm,lgbm__71ba9ba402678146,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,pi,pi__6e89acc5e72da5a8,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,rf,rf__aed17443e3db937d,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,rfe,rfe__99914b932bd37a50,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,xgb,xgb__1c62fadfc5e2988f,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,confounder,et,et__f09eb85fc7f75870,2,25,1,2.0,2.0,0.0,0.0,1.84,0.0,1.84,0.0,0.0,0.0,0.16,1.0,0.0,0.0,0.92,0.0,0.92,0.0,0.0,0.0,0.08
regression,confounder,cif,cif__f996d20e25e412cc,2,25,1,2.0,2.0,0.0,0.0,1.32,0.0,1.32,0.0,0.0,0.0,0.68,1.0,0.0,0.0,0.66,0.0,0.66,0.0,0.0,0.0,0.34
regression,confounder,r_cforest,r_cforest__37be32340835a93b,2,25,1,2.0,2.0,0.0,0.0,1.12,0.0,1.12,0.0,0.0,0.0,0.88,1.0,0.0,0.0,0.56,0.0,0.56,0.0,0.0,0.0,0.44
