task,dataset_type,method_base,method_id,n_rankings,n_datasets,mean_informative_share_over_standard_k,mean_signal_or_redundant_share_over_standard_k,mean_pure_noise_share_over_standard_k,mean_correlated_noise_share_over_standard_k,mean_missing_share_over_standard_k,mean_dataset_size_cap_share_over_standard_k,informative_share_k5,signal_or_redundant_share_k5,pure_noise_share_k5,correlated_noise_share_k5,informative_share_k100,signal_or_redundant_share_k100,pure_noise_share_k100,correlated_noise_share_k100,informative_share_delta_k100_minus_k5,signal_or_redundant_share_delta_k100_minus_k5,pure_noise_share_delta_k100_minus_k5,correlated_noise_share_delta_k100_minus_k5,mean_informative_share_rank,mean_pure_noise_share_rank
regression,standard_hard,cpi,cpi__6e89acc5e72da5a8,125,1,0.25392000000000003,0.25392000000000003,0.7460800000000001,0.0,0.0,0.0,0.632,0.632,0.36800000000000005,0.0,0.04,0.04,0.96,0.0,-0.592,-0.592,0.5919999999999999,0.0,12.0,12.0
regression,standard_hard,et,et__f09eb85fc7f75870,125,1,0.362,0.362,0.638,0.0,0.0,0.0,0.96,0.96,0.04,0.0,0.05,0.05,0.95,0.0,-0.9099999999999999,-0.9099999999999999,0.9099999999999999,0.0,3.0,3.0
regression,standard_hard,lgbm,lgbm__71ba9ba402678146,125,1,0.37,0.37,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05,0.05,0.95,0.0,-0.95,-0.95,0.95,0.0,1.0,1.0
regression,standard_hard,pi,pi__6e89acc5e72da5a8,125,1,0.32312,0.32312,0.67688,0.0,0.0,0.0,0.8240000000000001,0.8240000000000001,0.17600000000000002,0.0,0.0492,0.0492,0.9508,0.0,-0.7748,-0.7748,0.7747999999999999,0.0,8.0,8.0
regression,standard_hard,ptest_dc,ptest_dc__307d6fc3284c28e2,125,1,0.35048,0.35048,0.64952,0.0,0.0,0.0,0.912,0.912,0.08800000000000001,0.0,0.05,0.05,0.95,0.0,-0.862,-0.862,0.862,0.0,4.0,4.0
regression,standard_hard,ptest_pc,ptest_pc__307d6fc3284c28e2,125,1,0.3644,0.3644,0.6356,0.0,0.0,0.0,0.976,0.976,0.024000000000000004,0.0,0.05,0.05,0.95,0.0,-0.9259999999999999,-0.9259999999999999,0.9259999999999999,0.0,2.0,2.0
regression,standard_hard,ptest_rdc,ptest_rdc__307d6fc3284c28e2,125,1,0.32648,0.32648,0.67352,0.0,0.0,0.0,0.8160000000000001,0.8160000000000001,0.18400000000000002,0.0,0.05,0.05,0.95,0.0,-0.766,-0.766,0.7659999999999999,0.0,7.0,7.0
regression,standard_hard,r_cforest,r_cforest__37be32340835a93b,125,1,0.01064,0.01064,0.98936,0.0,0.0,0.0,0.016,0.016,0.9840000000000001,0.0,0.0092,0.0092,0.9908,0.0,-0.0068000000000000005,-0.0068000000000000005,0.006799999999999917,0.0,16.0,16.0
regression,standard_hard,r_ctree,r_ctree__b6e09ceb0eb26367,125,1,0.018879999999999997,0.018879999999999997,0.98112,0.0,0.0,0.0,0.008,0.008,0.992,0.0,0.02,0.02,0.98,0.0,0.012,0.012,-0.01200000000000001,0.0,15.0,15.0
regression,standard_hard,rf,rf__aed17443e3db937d,125,1,0.3476,0.3476,0.6524,0.0,0.0,0.0,0.8960000000000001,0.8960000000000001,0.10400000000000001,0.0,0.05,0.05,0.95,0.0,-0.8460000000000001,-0.8460000000000001,0.846,0.0,5.0,5.0
regression,standard_hard,rfe,rfe__99914b932bd37a50,125,1,0.146,0.146,0.854,0.0,0.0,0.0,0.256,0.256,0.7440000000000001,0.0,0.05,0.05,0.95,0.0,-0.20600000000000002,-0.20600000000000002,0.20599999999999985,0.0,14.0,14.0
regression,standard_hard,xgb,xgb__1c62fadfc5e2988f,125,1,0.30888,0.30888,0.69112,0.0,0.0,0.0,0.768,0.768,0.23200000000000004,0.0,0.05,0.05,0.95,0.0,-0.718,-0.718,0.718,0.0,11.0,11.0
regression,toeplitz,boruta,boruta__7f986516a1727870,125,1,0.5144,0.5144,0.48560000000000003,0.0,0.0,0.0,0.9840000000000001,0.9840000000000001,0.016,0.0,0.1,0.1,0.9,0.0,-0.8840000000000001,-0.8840000000000001,0.884,0.0,8.0,8.0
regression,toeplitz,cat,cat__024a0842d4337711,125,1,0.4656,0.4656,0.5344,0.0,0.0,0.0,0.9840000000000001,0.9840000000000001,0.016,0.0,0.1,0.1,0.9,0.0,-0.8840000000000001,-0.8840000000000001,0.884,0.0,10.0,10.0
regression,toeplitz,cif,cif__f996d20e25e412cc,125,1,0.5336000000000001,0.5336000000000001,0.46640000000000004,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,5.0,5.0
regression,toeplitz,cit,cit__2cd925b5323e9208,125,1,0.21808000000000002,0.21808000000000002,0.78192,0.0,0.0,0.0,0.44,0.44,0.56,0.0,0.1,0.1,0.9,0.0,-0.33999999999999997,-0.33999999999999997,0.33999999999999997,0.0,15.0,15.0
regression,toeplitz,cpi,cpi__6e89acc5e72da5a8,125,1,0.30832,0.30832,0.6916800000000001,0.0,0.0,0.0,0.688,0.688,0.312,0.0,0.1,0.1,0.9,0.0,-0.588,-0.588,0.5880000000000001,0.0,14.0,14.0
regression,toeplitz,et,et__f09eb85fc7f75870,125,1,0.5376000000000001,0.5376000000000001,0.46240000000000003,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,4.0,4.0
regression,toeplitz,lgbm,lgbm__71ba9ba402678146,125,1,0.44832,0.44832,0.5516800000000001,0.0,0.0,0.0,0.968,0.968,0.032,0.0,0.1,0.1,0.9,0.0,-0.868,-0.868,0.868,0.0,11.0,11.0
regression,toeplitz,pi,pi__6e89acc5e72da5a8,125,1,0.39792,0.39792,0.6020800000000001,0.0,0.0,0.0,0.8959999999999999,0.8959999999999999,0.10400000000000001,0.0,0.1,0.1,0.9,0.0,-0.7959999999999999,-0.7959999999999999,0.796,0.0,12.0,12.0
regression,toeplitz,ptest_dc,ptest_dc__307d6fc3284c28e2,125,1,0.54,0.54,0.46,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,2.0,2.0
regression,toeplitz,ptest_pc,ptest_pc__307d6fc3284c28e2,125,1,0.54,0.54,0.46,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,2.0,2.0
regression,toeplitz,ptest_rdc,ptest_rdc__307d6fc3284c28e2,125,1,0.54,0.54,0.46,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,2.0,2.0
regression,toeplitz,r_cforest,r_cforest__37be32340835a93b,125,1,0.528,0.528,0.472,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,6.0,6.0
regression,toeplitz,r_ctree,r_ctree__b6e09ceb0eb26367,125,1,0.14528,0.14528,0.85472,0.0,0.0,0.0,0.23200000000000004,0.23200000000000004,0.768,0.0,0.1,0.1,0.9,0.0,-0.13200000000000003,-0.13200000000000003,0.132,0.0,16.0,16.0
regression,toeplitz,rf,rf__aed17443e3db937d,125,1,0.51712,0.51712,0.48288,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,7.0,7.0
regression,toeplitz,rfe,rfe__99914b932bd37a50,125,1,0.38448000000000004,0.38448000000000004,0.61552,0.0,0.0,0.0,0.664,0.664,0.336,0.0,0.1,0.1,0.9,0.0,-0.5640000000000001,-0.5640000000000001,0.5640000000000001,0.0,13.0,13.0
regression,toeplitz,xgb,xgb__1c62fadfc5e2988f,125,1,0.47312,0.47312,0.52688,0.0,0.0,0.0,0.992,0.992,0.008,0.0,0.1,0.1,0.9,0.0,-0.892,-0.892,0.892,0.0,9.0,9.0
regression,weak_signal,boruta,boruta__7f986516a1727870,125,1,0.49072000000000005,0.49072000000000005,0.5092800000000001,0.0,0.0,0.0,0.9279999999999999,0.9279999999999999,0.07200000000000001,0.0,0.1,0.1,0.9,0.0,-0.828,-0.828,0.8280000000000001,0.0,12.0,12.0
regression,weak_signal,cat,cat__024a0842d4337711,125,1,0.51968,0.51968,0.48031999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,2.0,2.0
regression,weak_signal,cif,cif__f996d20e25e412cc,125,1,0.48640000000000005,0.48640000000000005,0.5136000000000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,13.0,13.0
regression,weak_signal,cit,cit__2cd925b5323e9208,125,1,0.4472,0.4472,0.5528,0.0,0.0,0.0,0.976,0.976,0.024000000000000004,0.0,0.1,0.1,0.9,0.0,-0.876,-0.876,0.876,0.0,15.0,15.0
regression,weak_signal,cpi,cpi__6e89acc5e72da5a8,125,1,0.496,0.496,0.504,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,10.0,10.0
regression,weak_signal,et,et__f09eb85fc7f75870,125,1,0.5052800000000001,0.5052800000000001,0.49472000000000005,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,5.0,5.0
regression,weak_signal,lgbm,lgbm__71ba9ba402678146,125,1,0.52416,0.52416,0.47584000000000004,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,1.0,1.0
regression,weak_signal,pi,pi__6e89acc5e72da5a8,125,1,0.49504000000000004,0.49504000000000004,0.50496,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,11.0,11.0
regression,weak_signal,ptest_dc,ptest_dc__307d6fc3284c28e2,125,1,0.5024000000000001,0.5024000000000001,0.49760000000000004,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,6.0,6.0
regression,weak_signal,ptest_pc,ptest_pc__307d6fc3284c28e2,125,1,0.49616000000000005,0.49616000000000005,0.5038400000000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,9.0,9.0
regression,weak_signal,ptest_rdc,ptest_rdc__307d6fc3284c28e2,125,1,0.49696,0.49696,0.50304,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,8.0,8.0
regression,weak_signal,r_cforest,r_cforest__37be32340835a93b,125,1,0.484,0.484,0.516,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,14.0,14.0
regression,weak_signal,r_ctree,r_ctree__b6e09ceb0eb26367,125,1,0.06,0.06,0.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.9,0.0,0.1,0.1,-0.09999999999999998,0.0,16.0,16.0
regression,weak_signal,rf,rf__aed17443e3db937d,125,1,0.50976,0.50976,0.49024,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,3.0,3.0
regression,weak_signal,rfe,rfe__99914b932bd37a50,125,1,0.5008,0.5008,0.4992,0.0,0.0,0.0,0.9359999999999999,0.9359999999999999,0.064,0.0,0.1,0.1,0.9,0.0,-0.836,-0.836,0.8360000000000001,0.0,7.0,7.0
regression,weak_signal,xgb,xgb__1c62fadfc5e2988f,125,1,0.5089600000000001,0.5089600000000001,0.49104000000000003,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,4.0,4.0
